COD_ACIDENTE;DATA;HORA;NATUREZA;SEVERIDADE;LOG1;LOG2;NUMERO_REFERENCIA;BAIRRO;JURISDICAO;LATITUDE;LONGITUDE;TIPOCRUZAMENTO;CONTROLETRAFEGO;LOCAL;ILUMINAÇÃO;TEMPO;SUPERFÍCIE DA PISTA;PRIMEIRA FONTE;AMCBO;SAMU;PECOFE;PRF;PRE;SIM
YON7932;2024-03-06;21:03:00;Queda;Ferido;Rua Barra Nova;;39;Jardim Das Oliveiras;Não informado;-3.7842575614529186;-38.505538854669545;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2403060853;;;;
KDL4897;2024-03-07;18:26:00;Queda;Ferido;Beira Mar;;3500;MUCURIPE;Municipal;-3.7240266;-38.4897141;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2403070903;;;;
QEU6814;2024-03-08;11:56:20;Queda;Ferido;Rua Sargento João Pinheiro;;Não informado;GRANJA LISBOA;Não informado;-3.787074092104768;-38.623978151384385;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2403080356;;;;
OPE4964;2024-03-08;15:25:06;Queda;Ferido;Bezzera De Menezes;;2571;PRESIDENTE KENNEDY;Municipal;-3.7363807;-38.5674975;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2403080566;;;;
XGD1320;2024-03-08;21:16:29;Colisão;Ferido;Tenente Wilson;Aspirante Mendes;Cruzamento;Alto Da Balanca;;-3.7694731;-38.5140709;Cruzamento;;Não informado;;Não informado;;SAMU;;2403080970;;;;
INX2632;2024-03-09;07:58:21;Queda;Ferido;Bezerra De Meneses;;2461;Sao Gerardo;;-3.7361421;-38.56642739999999;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2403090178;;;;
JEJ1355;2024-03-09;15:36:28;Queda;Ferido;Rua São Francisco;;250;Conjunto Esperanca;Não informado;-3.8190013788676844;-38.585264839885205;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2403090638;;;;
MKY2198;2024-03-09;22:54:18;Queda;Ferido;Avenida Sargento Hermínio Sampaio;;3356;Presidente Kennedy;Não informado;-3.7281281162237776;-38.57014085062998;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2403091084;;;;
CJS4326;2024-03-10;07:08:56;Colisão;Ferido;CE 040;;Não informado;Messejana;;-3.825945;-38.481651;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2403100214;;;;
AWI6557;2024-03-10;07:13:00;Colisão;Ferido;Avenida Washington Soares;;10008;MESSEJANA;Estadual;-3.828229;-38.4822017;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;PEFOCE;AWI6557;;541171;;;
JCZ9586;2024-03-10;13:18:50;Queda;Ferido;Maranhao;;360;Pan Americano;;-3.7559108;-38.5653586;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2403100478;;;;
JTO9690;2024-03-10;17:37:57;Queda;Ferido;Beira Mar;;3500;Meireles;;-3.7240266;-38.4897141;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2403100671;;;;
EMZ7512;2024-03-11;10:14:12;Queda;Ferido;Rua 101;;20;MONDUBIM;Não informado;-3.8104640893899293;-38.588805356019435;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2403110217;;;;
FUA5797;2024-03-11;20:33:14;Queda;Ferido;Terminal Do Conjunto Ceará;;Não informado;Conjunto Ceara;;-3.7729618;-38.6073189;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2403110801;;;;
RAC9873;2024-03-11;22:30:57;Queda;Ferido;Rua 860;;Não informado;Conjunto Ceara;Não informado;-3.7690235818141598;-38.59930888183019;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2403110906;;;;
QPJ1466;2024-03-12;23:00:00;Colisão Transversal;Ferido;RUA TIBURCIO FROTA;RUA NUNES VALENTE;;SAO JOAO DO TAUAPE;Municipal;-3.754494;-38.5091095;Cruz;Pare;Residencial;Via Iluminada;Bom;Seca;AMCBO;975241;;;;;
IXD9371;2024-03-13;07:09:16;Queda;Ferido;Avenida Beira Mar;;Não informado;Meireles;Não informado;-3.725741;-38.4966461;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2403130156;;;;
UBY5677;2024-03-13;09:38:49;Atropelamento;Ferido;Avenida Desembargador Gonzaga;;Não informado;Cidade Dos Funcionarios;Não informado;-3.7949476;-38.500899;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2403130281;;;;
IBK5120;2024-03-15;05:33:41;Queda;Ferido;Raul Barborsa;;6801;Aerolandia;;-3.7732999;-38.5126442;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2403150101;;;;
LSS4737;2024-03-15;17:41:35;Colisão;Ferido;Avenida Godofredo Maciel;;Não informado;Maraponga;Não informado;-3.7966543760282336;-38.56991723356838;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2403150778;;;;
LXN0882;2024-03-15;23:25:01;Colisão;Ferido;Professor Jose Arthur De Carvalho;;2111;Lagoa Redonda;;-3.8249946;-38.4612143;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2403151124;;;;
OCX9980;2024-03-16;13:40:32;Colisão;Ferido;Bezerra De Meneses;;1575;Sao Gerardo;;-3.7345604;-38.5587385;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2403160466;;;;
OGT5827;2024-03-16;15:30:00;Colisão Transversal;Ferido;RUA ESPIRITO SANTO;RUA PARA;;PAN AMERICANO;Municipal;-3.752558165359095;-38.56790557657264;Cruz;Pare;Misto;Luz do Dia;Bom;Seca;AMCBO;975200;;;;;
TTY4593;2024-03-16;15:41:54;Colisão;Ferido;Para;Espirito Santo;Cruzamento;Bela Vista;;-3.7506731;-38.5667442;Cruzamento;;Não informado;;Não informado;;SAMU;;2403160555;;;;
SHG3000;2024-03-16;18:59:11;Colisão;Ferido;Placido Castelo;;51;Jardim Das Oliveiras;;-3.7850733;-38.5109906;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2403160727;;;;
GII8180;2024-03-16;21:21:45;Colisão;Ferido;Rua Miguel Gurgel;;Não informado;Messejana;Não informado;-3.840106050035967;-38.4824021185342;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2403160875;;;;
EKF3762;2024-03-16;22:19:36;Colisão;Ferido;Rua São Leopoldo;;461;Ancuri;Não informado;-3.8625589631563457;-38.50471275141718;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2403160925;;;;
ZHL8087;2024-03-17;11:51:08;Queda;Ferido;Avenida Beira Mar;;Não informado;Praia De Iracema;Não informado;-3.720102830082019;-38.51238384574194;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2403170407;;;;
HFI2220;2024-03-17;14:04:40;Queda;Ferido;Dom Lustosa;;250;Siqueira;;-3.7972062;-38.6295912;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2403170526;;;;
WKH8617;2024-03-18;18:31:00;Queda;Ferido;Avenida Beira Mar;;Não informado;Mucuripe;Não informado;-3.7232731;-38.4848603;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2403180870;;;;
SDR0638;2024-03-20;12:02:16;Colisão;Ferido;Rua Muritiapua;;421;Lagoa Redonda;;-3.8189175;-38.4702643;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2403200361;;;;
JMW6660;2024-03-20;16:31:17;Colisão;Ferido;Rua Conego De Castro;Cardoso De Barros;Cruzamento;Vila Peri;;-3.7915051;-38.5794404;Cruzamento;;Não informado;;Não informado;;SAMU;;2403200614;;;;
ACQ4637;2024-03-21;15:30:09;Colisão;Ferido;Avenida Osorio De Paiva;;4056;Siqueira;;-3.7926079;-38.5903666;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2403210559;;;;
VGX2025;2024-03-22;08:05:00;Colisão Transversal;Ferido;Rua Professor Costa Mendes;Rua Edite Braga;;Não informado;Municipal;-3.756951895267748;-38.5442876815796;;Não há Controle;Não informado;;Não informado;;BEST;1301;;;;;
ZBM3253;2024-03-22;13:18:07;Queda;Ferido;Julio Silva;;440;Antonio Diogo;;-3.7451497;-38.4541973;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2403220482;;;;
VXO9284;2024-03-22;18:11:53;Colisão;Ferido;Avenida Duque De Caxias;;1400;Centro;;-3.7295808;-38.5366217;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2403220829;;;;
FRE9140;2024-03-23;03:05:34;Queda;Ferido;Aracati;;132;Benfica;;-3.7416346;-38.5353263;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2403230069;;;;
QGZ1621;2024-03-26;07:52:00;Colisão;Ferido;Presidente Costa E Silva;Av. Godofredo Maciel;Cruzamento;Maraponga;;-3.8116492;-38.5747729;Cruzamento;;Não informado;;Não informado;;SAMU;;2403260144;;;;
OGA3942;2024-03-26;17:32:51;Queda;Ferido;Rua Miguel Gurgel;;Não informado;Messejana;Não informado;-3.840159573774452;-38.48239675388158;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2403260745;;;;
RNM7501;2024-03-26;19:15:15;Queda;Ferido;BR 116 KM 7;;Não informado;Cajazeiras;;-3.81140264443181;-38.5007611498622;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2403260877;;;;
APB2464;2024-03-26;19:28:23;Queda;Ferido;Tupi;;1637;Joao Xxiii;;-3.7712617;-38.58468;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2403260899;;;;
PWG5637;2024-03-27;15:32:32;Queda;Ferido;Olimpio Leite;;306;Jose De Alencar;;-3.8145471;-38.4821031;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2403270652;;;;
NSW2840;2024-03-28;06:57:41;Queda;Ferido;Domingos Olimpio;;162;Jose Bonifacio;;-3.738219;-38.5256613;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2403280126;;;;
MCD1076;2024-04-01;07:02:27;Colisão;Ferido;Professor  Heraclito;;1024;Papicu;;-3.7334556;-38.4722578;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404010121;;;;
RSH2401;2024-04-01;22:59:16;Colisão;Ferido;Avenida Mister Hull;;Não informado;Presidente Kennedy;Não informado;-3.736716399419274;-38.57071617631208;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2404010950;;;;
QFP3299;2024-04-02;19:13:33;Queda;Ferido;Rua Cidade de Rio Branco;;158;JOAO XXIII;Municipal;-3.7665559303165175;-38.58839100684851;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2404020806;;;;
JYM3483;2024-04-04;18:41:12;Queda;Ferido;Julio Silva;;440;Antonio Diogo;;-3.7451497;-38.4541973;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404040864;;;;
PCM5175;2024-04-05;13:07:53;Queda;Ferido;Emilio De Menezes;;2028;Granja Portugal;;-3.7784151;-38.5991868;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404050513;;;;
EGG7566;2024-04-05;16:55:48;Colisão;Ferido;Av. Rui Barbosa;Barbara De Alencar;Cruzamento;Aldeota;;-3.7391913;-38.5104513;Cruzamento;;Não informado;;Não informado;;SAMU;;2404050725;;;;
UFB5342;2024-04-05;21:57:48;Queda;Ferido;Doutor Theberge;Avenida Francisco Sa;Cruzamento;Carlito Pamplona;;-3.7148176;-38.5649859;Cruzamento;;Não informado;;Não informado;;SAMU;;2404051013;;;;
JRP4009;2024-04-05;22:12:16;Queda;Ferido;Olegario Memoria;;2787;Sapiranga;;-3.7913749;-38.4729418;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404051028;;;;
DXA4805;2024-04-06;09:58:24;Colisão;Ferido;Avenida A;;1280;Conjunto Ceara;Não informado;-3.771368111892114;-38.604850326358694;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2404060324;;;;
JYJ5790;2024-04-06;13:34:50;Queda;Ferido;Rua Rio Grande Do Sul;Paraiba;Cruzamento;Democrito Rocha;;-3.7593408;-38.5680309;Cruzamento;;Não informado;;Não informado;;SAMU;;2404060513;;;;
XEE5284;2024-04-06;14:10:22;Colisão;Ferido;General Osorio Ide Paiva;;528;Parangaba;;-3.7761172;-38.5672863;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404060560;;;;
ASK6124;2024-04-06;16:06:42;Queda;Ferido;Rua Coronel Matos Dourado;;376;Antonio Bezerra;;-3.7421631;-38.58518979999999;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404060686;;;;
EWR1622;2024-04-06;19:03:18;Queda;Ferido;Bernardo Manuel;;341;Parque Dois Irmaos;;-3.8216344;-38.5584415;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404060883;;;;
PYE0008;2024-04-06;19:52:22;Queda;Ferido;Deputado Paulino Rocha [Cond. Morada Dos Bosques];;1001;Cajazeiras;;-3.8060323;-38.5081668;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404060947;;;;
GLY6927;2024-04-06;21:32:13;Queda;Ferido;Rua Barão do Rio Branco;;Não informado;Centro;Não informado;-3.7339094084247675;-38.530605134320375;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2404061091;;;;
ARM0426;2024-04-06;21:54:09;Queda;Ferido;Rua Francisco Matias;;445;Sabiaguaba;Não informado;-3.804335387323467;-38.45152990544001;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2404061121;;;;
FXJ6909;2024-04-06;22:38:15;Queda;Ferido;Barao Do Rio Branco;;910;Centro;;-3.7263564;-38.5282551;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404061167;;;;
ANM9603;2024-04-08;08:32:16;Queda;Ferido;Conego  De  Castro;;3336;Parque Sao Jose;;-3.797329299999999;-38.5848148;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404080220;;;;
ZYU7659;2024-04-08;11:48:51;Queda;Ferido;Avenida L;;Não informado;Vila Velha;Não informado;-3.7129724524121555;-38.599888241557785;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2404080466;;;;
CPR2866;2024-04-09;07:02:00;Colisão Transversal;Ferido;Avenida Val Paraíso;;;Não informado;Municipal;-3.8473395;-38.5155088;;Não há Controle;Não informado;;Não informado;;BEST;1356;;;;;
TLR6783;2024-04-09;16:01:42;Colisão;Ferido;Rua Jose Avelino;;833;Praia De Iracema;;-3.7226419;-38.5155948;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404090659;;;;
ANJ7416;2024-04-09;17:22:51;Queda;Ferido;Avenida Humberto Monte;;Não informado;Pici;Não informado;-3.743779337847528;-38.56496589895015;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2404090739;;;;
TEZ6158;2024-04-09;23:53:07;Queda;Ferido;Maestro Lisboa;;5451;Lagoa Redonda;;-3.805547299999999;-38.4500012;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404091098;;;;
RMC3706;2024-04-10;06:31:19;Queda;Ferido;Avenida Jose Jatahy;;764;Benfica;;-3.7278082;-38.5457256;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404100109;;;;
ZVV7788;2024-04-10;06:56:00;Colisão Frontal;Ferido;Rua Júlio Braga;;786;BONSUCESSO;Municipal;-3.776308733333064;-38.57819860204775;Não informado;Pare;Misto;Luz do Dia;Chuva;Molhada;AMCBO;974939;2404100122;;;;
EZP2019;2024-04-10;14:55:00;Atropelamento;Não informado;Rua Dom Jerônimo;AV DOMINGOS OLIMPIO;;FARIAS BRITO;Municipal;-3.733223216531418;-38.54343311113846;Cruz;Pare;Residencial;Luz do Dia;Bom;Seca;AMCBO;976050;;;;;
VKI1319;2024-04-10;20:42:02;Queda;Ferido;Avenida Presidente Costa e Silva;;Não informado;Prefeito Jose Walter;Não informado;-3.824369925577011;-38.544833313618625;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2404101016;;;;
ZVX4466;2024-04-10;21:24:56;Atropelamento;Ferido;Monsenhor Sabino Feijão;;388;Bom Jardim;;-3.7892754;-38.5952769;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404101053;;;;
WRA3576;2024-04-11;17:55:41;Queda;Ferido;Avenida Lineu Machado;;1451;Joquei Clube;;-3.7724362;-38.5802094;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404110749;;;;
VGS5663;2024-04-11;18:00:33;Colisão;Ferido;Rua Professor Jacinto Botelho;;171;Guararapes;;-3.7587771;-38.4906362;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404110753;;;;
EEP2545;2024-04-11;23:43:21;Queda;Ferido;428;;125;Conjunto Ceara;;-3.7606089;-38.6047496;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404111025;;;;
SNX9807;2024-04-12;19:31:00;Colisão;Ferido;Rua Romeu Martins;RUA EUZEBIO DE QUEIROS;640;MONTESE;Municipal;-3.7658868262098775;-38.55325535280991;Cruz;Pare;Residencial;Não informado;Bom;Seca;AMCBO;975365;2404120810;554331;;;
YSS7364;2024-04-12;19:52:20;Queda;Ferido;Dona Lucia Pinheiro;;2240;Quintino Cunha;;-3.731816;-38.5984448;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404120856;;;;
CTC5461;2024-04-13;10:35:49;Queda;Ferido;Rua Alfredo Mamede;;246;Mondubim;;-3.8074837;-38.5801902;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404130402;;;;
AJF4274;2024-04-13;17:32:04;Queda;Ferido;Senador Fernandes Tavora;;2433;Autran Nunes;;-3.7560528;-38.5937121;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404130822;;;;
YFR4691;2024-04-13;21:20:48;Queda;Ferido;1044;;56;Conjunto Ceara;;-3.765250199999999;-38.6146465;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404131093;;;;
FGP1837;2024-04-13;22:01:49;Colisão;Ferido;Avenida Senador Carlos Jereissati;;Não informado;Serrinha;Não informado;-3.7809388676642106;-38.53953315929164;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2404131135;;;;
IGC1481;2024-04-14;17:51:02;Queda;Ferido;Rua Rio Grande Do Norte;Americo Barreira;Cruzamento;Parangaba;;-3.760606299999999;-38.5644354;Cruzamento;;Não informado;;Não informado;;SAMU;;2404140766;;;;
NQG7268;2024-04-14;22:04:12;Queda;Ferido;Urucutuba;;1422;Bom Jardim;;-3.7974347;-38.6071567;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404141041;;;;
HDA5240;2024-04-15;10:44:22;Queda;Ferido;Rua Sargento João Pinheiro;;Não informado;Granja Lisboa;Não informado;-3.7836901727704575;-38.623057159978906;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2404150386;;;;
RCP5519;2024-04-15;18:11:03;Queda;Ferido;BR 116 KM 13;;Não informado;Parque Santa Maria;;-3.86088541669457;-38.497154260156;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404150824;;;;
ATB2348;2024-04-15;18:42:24;Colisão;Ferido;Washington Soares;;8776;Messejana;;-3.828598599999999;-38.4823485;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404150854;;;;
JWF7829;2024-04-15;21:52:24;Queda;Ferido;Rua 856;;Não informado;Conjunto Ceara;Não informado;-3.7702279644931838;-38.599652205756996;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2404151101;;;;
AAL6926;2024-04-16;07:15:24;Colisão;Ferido;Lauro Nogueira Esq.;Rua Drº Batista De Oliveira;Cruzamento;Papicu;;-3.742439;-38.4798073;Cruzamento;;Não informado;;Não informado;;SAMU;;2404160157;;;;
IHN0084;2024-04-17;07:10:56;Colisão;Ferido;Rua Itatiaia;;Não informado;Canindezinho;Não informado;-3.8095221;-38.6030058;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2404170143;;;;
HBX8226;2024-04-17;15:17:10;Queda;Ferido;Rua Miguel Gurgel;;Não informado;Messejana;Não informado;-3.840175630895356;-38.482412847839406;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2404170630;;;;
RBY8436;2024-04-20;15:37:10;Colisão;Ferido;Antonino De Castro;Rua Chico Lemos;Cruzamento;Cidade Dos Funcionarios;;-3.7938454;-38.4979958;Cruzamento;;Não informado;;Não informado;;SAMU;;2404200583;;;;
MLF6504;2024-04-20;19:01:31;Colisão;Ferido;Eduardo Salgado;Carlos Vasconcelos;Cruzamento;Aldeota;;-3.7332925;-38.51089510000001;Cruzamento;;Não informado;;Não informado;;SAMU;;2404200740;;;;
YKZ3186;2024-04-21;07:00:00;Colisão;Fatal;Avenida Washington Soares;;8007;MESSEJANA;Estadual;-3.8219401782101206;-38.4811401849109;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;PEFOCE;JZH5217;2404210210;281284;;;36875215-1
OWE8337;2024-04-21;07:14:51;Colisão;Ferido;Whashington Soares;;8494;Messejana;;-3.8260685;-38.4817712;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404210210;;;;
WBD1711;2024-04-22;21:44:51;Queda;Ferido;Fernandes Benevides;;272;Cidade Dos Funcionarios;;-3.7926666;-38.4920869;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404220958;;;;
IBA8900;2024-04-23;13:29:11;Queda;Ferido;Beira Mar  Esquina;Ru Joao Cordeiro;Cruzamento;Praia De Iracema;;-3.722312;-38.5121126;Cruzamento;;Não informado;;Não informado;;SAMU;;2404230519;;;;
IPC8919;2024-04-23;15:40:00;Colisão;Ferido;Avenida Val Paraíso;;323;JANGURUSSU;Municipal;-3.850639457049814;-38.507679102876246;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;PEFOCE;IPC8919;2404230653;558132;;;
OYB6850;2024-04-23;19:33:12;Queda;Ferido;Paulino Rocha;;2450;Cajazeiras;;-3.8104298;-38.5179528;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404230877;;;;
PNJ9797;2024-04-23;20:39:32;Queda;Ferido;Avenida C;RUA 731 CJ CEARA;1260;Conjunto Ceara;Não informado;-3.765331299999999;-38.6109138;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2404230937;;;;
SSA0664;2024-04-24;13:31:07;Queda;Ferido;Avenida Santos Dumont;;6870;Coco;;-3.7446848;-38.4723514;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404240469;;;;
JAD2857;2024-04-24;20:16:59;Queda;Ferido;Leon Gradvol;;150;Maraponga;;-3.794756899999999;-38.5656006;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404240843;;;;
KAY3627;2024-04-25;16:27:29;Atropelamento;Ferido;Padre Rodolfo;;701 A;Novo Mondubim;;-3.8043737;-38.5866979;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404250727;;;;
VEC7701;2024-04-25;19:27:19;Queda;Ferido;Monsenhor Bruno;;2222;Joaquim Tavora;;-3.7421503;-38.5125895;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404250890;;;;
RDT3711;2024-04-26;11:24:49;Colisão;Ferido;Osorio De Paiva;;5854;Canindezinho;;-3.8075898;-38.6049484;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404260336;;;;
MNH5885;2024-04-26;17:25:19;Colisão;Ferido;Rua Fausto Cabral;;835;Papicu;;-3.7342459;-38.4744951;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404260695;;;;
TUV9622;2024-04-26;21:07:49;Queda;Ferido;Nicolau Coelho;;243;Messejana;;-3.8192408;-38.4920677;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404260942;;;;
GVR0427;2024-04-26;22:24:22;Colisão;Ferido;Avenida Washington Soares;;Não informado;Edson Queiroz;Não informado;-3.7863307349820645;-38.48075962928509;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2404261014;;;;
INW6342;2024-04-27;13:16:00;Queda;Ferido;Av. Val Paraiso;Conj. Sitio Sao Joao;Cruzamento;Jangurussu;;-3.8486229;-38.5155176;Cruzamento;;Não informado;;Não informado;;SAMU;;2404270485;;;;
HBG4231;2024-04-27;14:39:47;Queda;Ferido;Rua Conselheiro Lafayette;;866;Jardim Iracema;Não informado;-3.7179045;-38.58405;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2404270577;;;;
XBX1584;2024-04-27;20:51:33;Colisão;Ferido;Maestro Lisboa;Avenida Odilon Guimaraes  [];Cruzamento;Lagoa Redonda;;-3.8078104;-38.4616631;Cruzamento;;Não informado;;Não informado;;SAMU;;2404270924;;;;
KRB8491;2024-04-29;19:17:51;Queda;Ferido;Vital Brasil;;1701;Granja Portugal;;-3.7785448;-38.5961259;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404290859;;;;
IFF1338;2024-04-29;20:44:23;Queda;Ferido;Contorno;;300;Edson Queiroz;;-3.769565;-38.4739686;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404290941;;;;
ROT8601;2024-04-30;08:24:57;Colisão;Ferido;Fernanda Barbara De Alencar;;88;Ancuri;;-3.8595894;-38.5063508;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404300159;;;;
JHX8382;2024-04-30;16:42:05;Queda;Ferido;Avenida Joao Pessoa;;6754;Parangaba;;-3.7695585;-38.560813;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2404300668;;;;
LKG2421;2024-05-01;08:30:53;Queda;Ferido;Beira Mar;;830;Praia De Iracema;;-3.7200483;-38.5124152;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405010212;;;;
FWK0192;2024-05-01;16:08:48;Queda;Ferido;Alameda das Margaridas;;382;Cidade 2000;Não informado;-3.753832158611446;-38.470074688247536;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2405010580;;;;
HZW2172;2024-05-01;17:38:03;Queda;Ferido;Avenida Beira Mar;;Não informado;Praia De Iracema;Não informado;-3.7202697803323157;-38.51165798262809;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2405010647;;;;
CHD1624;2024-05-02;18:50:00;Colisão;Ferido;RUA SILVIA JATAHY;RUA NUNES VALENTE;376;Meireles;Municipal;-3.7282531;-38.50117789999999;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;CHD1624;2405020877;561563;;;
TGQ7382;2024-05-04;17:37:17;Queda;Ferido;Sao Lazaro;;546;Manuel Satiro;;-3.8017098;-38.5811944;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405040648;;;;
BPF3161;2024-05-05;10:14:54;Colisão;Ferido;Desembargador Gonzaga;;861;Jardim Das Oliveiras;;-3.7950194;-38.50086599999999;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405050338;;;;
YVC1768;2024-05-05;17:43:39;Colisão;Ferido;Avenida Godofredo Maciel;;6335;Mondubim;;-3.8317666;-38.5812056;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405050692;;;;
UKU0175;2024-05-06;07:23:53;Queda;Ferido;Avenida Godofredo Maciel;;Não informado;Maraponga;Não informado;-3.7970504716627174;-38.570040620343796;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2405060156;;;;
DWC2332;2024-05-06;09:11:44;Queda;Ferido;Osorio De Piava;;1401;Parangaba;;-3.780214;-38.5737999;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405060233;;;;
CEB9069;2024-05-07;06:18:08;Atropelamento;Ferido;Avenida General Osório de Paiva;;Não informado;Siqueira;Não informado;-3.802991884361359;-38.60048370556463;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2405070145;;;;
